,H_DCA,H_insitu,H_Tbh,H_Tbv,H_Teff,MI_dca_insitu,MI_hv_dca,MI_hv_temp_insitu,U_h,U_v,S,R_s
0,0.3503001141879996,0.35341995567100737,0.3521604462928198,0.3585892064176607,0.3580238138615661,0.03638342488352442,0.07611428598690495,0.20855970157223958,0.014170455344529258,0.01918062125065661,0.008443043473717445,0.03432016591800164
