,H_DCA,H_insitu,H_Tbh,H_Tbv,H_Teff,MI_dca_insitu,MI_hv_dca,MI_hv_temp_insitu,U_h,U_v,S,R_s
0,0.3503388057316879,0.3534489057851819,0.35217407905784076,0.35860599920825315,0.35805895821636585,0.036372873525781335,0.07609517762847917,0.20853800271937395,0.014161695617137364,0.01918606177821163,0.008434274141985894,0.03431314609114428
