,siteName,siteLat,siteLon,siteLandCover,H_DCA,H_insitu,H_Tbh,H_Tbv,H_Teff,MI_dca_insitu,MI_hv_dca,MI_hv_temp_insitu,U_h,U_v,S,R_s,corrSM,corrHV,mean_LAI,std_LAI,numPoints,range
14,AZ_Yuma_27_ENE,32.84,-114.19,Shrublands,0.4245043704805904,0.3558374643496494,0.3812729221226572,0.3745337326850803,0.3383676783167592,0.05730527465949797,0.12532110427909804,0.1382020200148183,0.0280571580047054,0.013572035837780633,0.024676727905149215,0.05901518253146279,0.4434107201644158,0.9798154462307962,0.22545166666666677,0.22418305555555543,761,22.249173960140595
15,CA_Merced_23_WSW,37.24,-120.88,Croplands,0.31676054805475745,0.27155555614932037,0.3354659984858408,0.33836429765807174,0.36088697998515523,0.08721672953928017,0.17514085678926883,0.1296410231592311,0.001177658428007794,0.009260463802855973,0.0030668638198653453,0.16163587073853972,0.8703421917838075,0.9967029158270588,0.809839101123595,0.4968287640449435,1417,21.57768489646508
16,ID_Arco_17_SW,43.46,-113.56,Grasslands,0.36489908467619575,0.26170612926263115,0.3632663922156486,0.3612046626545369,0.3756805997265475,0.0635933595741841,0.1447812607211456,0.12051585663465558,0.022451990850887074,0.003805247778525492,0.007013395155934729,0.11151062693579832,0.6973935866752732,0.9893858412653682,0.4125441696113075,0.2391540636042402,954,15.280669526234114
17,ID_Murphy_10_W,43.2,-116.75,Grasslands,0.36708395472890337,0.3657597470382692,0.3780341159842551,0.3745260052025004,0.3801325729319122,0.05247901014683132,0.14073116831011578,0.1716958286216449,0.0233292158333821,0.006548905227179436,0.011660932816206171,0.09919211443334808,0.6173104475346997,0.9884813493383509,0.35180846994535503,0.18010437158469952,1124,18.831502242444675
18,NV_Baker_5_W,39.01,-114.21,Grasslands,0.4113273303149996,0.35844683667289673,0.3921492759399243,0.3820177442566294,0.38379996109899495,0.04488740190455165,0.11752621372882066,0.1761269366276863,0.03620992257415172,0.023408838199074505,0.03105080959586067,0.026856643359733774,0.5181905546425557,0.9704202201335816,0.32727552083333317,0.23449713541666647,1000,18.434731994628905
19,NV_Denio_52_WSW,41.85,-119.64,Grasslands,0.37190328305952597,0.32345806135609423,0.38428305765780274,0.39176734539786406,0.37947810119912323,0.06652717047554257,0.13312222095114945,0.1658205593770894,0.017627566247641085,0.008026672510550587,0.014156325227364736,0.09331165696559304,0.7348639893398985,0.9888648595116627,0.2959008771929824,0.11767251461988316,1112,18.06822679368712
20,NV_Mercury_3_SSW,36.62,-116.02,Shrublands,0.4239629424509719,0.3395643927571037,0.37396559273895885,0.36538235568244987,0.3585238102478838,0.03561448370328468,0.0995027590518015,0.1162893089052861,0.027962027977061286,0.01482380097701199,0.024440426842940323,0.032276503254787904,0.42685625045891884,0.9828124749090817,0.15503697104677058,0.04847260579064592,1160,20.476178346831222
21,OR_John_Day_35_WNW,44.56,-119.65,Mixed,0.3425171510335314,0.36413671246983004,0.35886444773554793,0.35962793610885296,0.3822385712415767,0.06250872207513591,0.14427696831438375,0.15930968859483774,0.017075364122459274,0.0031634274767600445,0.006821889944286869,0.11721628677087756,0.7007987409934952,0.9916302683518605,0.5231999999999998,0.3422187150837992,974,12.665689613295287
22,OR_Riley_10_WSW,43.47,-119.69,Grasslands,0.3645583721422247,0.34935749609475714,0.37893153967003584,0.37426082980648495,0.37862922551873174,0.06469164384362525,0.14350902123612685,0.17001867610557841,0.029796795804430037,0.008539269215343842,0.013544381294002289,0.09162857492235069,0.726489624044371,0.9850197141236319,0.2401707317073171,0.1150219512195122,954,17.25243892709664
23,UT_Brigham_City_28_WNW,41.62,-112.54,Grasslands,0.3642372519208475,0.3320651944611839,0.33753197996307666,0.34522980826211797,0.36910136699215873,0.08366567973773031,0.1420137878265153,0.1599732899862425,0.006888016925946747,0.004936518702848822,0.009973057447252312,0.12021619475046742,0.7814181713054373,0.991716083085787,0.3804429411764704,0.20740058823529423,877,20.39580609833773
24,WA_Spokane_17_SSW,47.42,-117.53,Croplands,0.33756124792829706,0.2848054733888113,0.32286933545342633,0.34184257831339737,0.36733165087601954,0.1124944402484448,0.1689815860625684,0.14551798078706313,0.011238872065262417,0.0036285085645235693,0.008300923939498772,0.14581328149328365,0.9068347280519511,0.9919372272583425,0.7837776119402988,0.40603134328358226,1359,19.83534365352942
25,OH_Coshocton_8_NNE,40.37,-81.78,Croplands,0.4148744818620308,0.3613902786887801,0.3807595259482764,0.39322361422792146,0.40443227802346426,0.054796560870252975,0.11730741772010145,0.20897808403354823,0.0321006934696097,0.023876815369730575,0.024656473103895016,0.03667343577686616,0.4994652559652536,0.9569848304009507,1.5820883116883118,0.7186207792207793,225,14.150880872938368
26,OH_Wooster_3_SSE,40.76,-81.91,Croplands,0.3919236955081606,0.3713931547164109,0.3581786169506774,0.3463124750749732,0.30171948597749476,0.08286709477058374,0.13728180800462675,0.14969199522075083,0.007472034406452027,0.010606578669364514,0.012799437495404492,0.10640375743340572,0.7940114097774438,0.9849361789134173,1.1694427947598247,0.5524227074235806,745,18.377858903104027
27,SC_Blackville_3_W,33.36,-81.33,Savannas,0.38955633006189516,0.37817212773453895,0.3859233765623172,0.38508426202172985,0.37642375551802604,0.11522275946671467,0.11097395557406198,0.19756830830995542,0.011722831512584325,0.008987762054614795,0.01726300991686283,0.07300035209000003,0.8406280203631019,0.9894403591116874,1.7984004662004676,0.8572491841491835,523,13.655695344476353
